lat,lon,p_reunion_timed
-31.0,95.5,0.030675
-31.0,96.0,0.039173
-31.0,96.5,0.039095
-31.0,97.0,0.034397
-31.0,97.5,0.035404
-31.0,98.0,0.028073
-31.0,98.5,0.032805
-31.0,99.0,0.032711
-31.0,99.5,0.028183
-31.0,100.0,0.028324
-31.0,100.5,0.026318
-31.0,101.0,0.020538
-31.0,101.5,0.008172
-31.0,102.0,0.008172
-31.0,102.5,0.008172
-31.0,103.0,0.008172
-31.0,103.5,0.008172
-30.5,82.0,0.005137
-30.5,82.5,0.005137
-30.5,83.0,0.005137
-30.5,83.5,0.005137
-30.5,84.0,0.005137
-30.5,84.5,0.005137
-30.5,85.0,0.005137
-30.5,85.5,0.005137
-30.5,86.0,0.005137
-30.5,86.5,0.005137
-30.5,87.0,0.005686
-30.5,87.5,0.005686
-30.5,88.0,0.006789
-30.5,88.5,0.029383
-30.5,89.0,0.028826
-30.5,89.5,0.043777
-30.5,90.0,0.038991
-30.5,90.5,0.044758
-30.5,91.0,0.045773
-30.5,91.5,0.038183
-30.5,92.0,0.036946
-30.5,92.5,0.041313
-30.5,93.0,0.032055
-30.5,93.5,0.033075
-30.5,94.0,0.032693
-30.5,94.5,0.031204
-30.5,95.0,0.029500
-30.5,95.5,0.029667
-30.5,96.0,0.036370
-30.5,96.5,0.036464
-30.5,97.0,0.030642
-30.5,97.5,0.031487
-30.5,98.0,0.025437
-30.5,98.5,0.029789
-30.5,99.0,0.029641
-30.5,99.5,0.025526
-30.5,100.0,0.025654
-30.5,100.5,0.023798
-30.5,101.0,0.018560
-30.5,101.5,0.006678
-30.5,102.0,0.006678
-30.5,102.5,0.006678
-30.5,103.0,0.006678
-30.5,103.5,0.006678
-30.0,82.0,0.004980
-30.0,82.5,0.004980
-30.0,83.0,0.004980
-30.0,83.5,0.004980
-30.0,84.0,0.004980
-30.0,84.5,0.004980
-30.0,85.0,0.004980
-30.0,85.5,0.004980
-30.0,86.0,0.004980
-30.0,86.5,0.004980
-30.0,87.0,0.005512
-30.0,87.5,0.005512
-30.0,88.0,0.006581
-30.0,88.5,0.028504
-30.0,89.0,0.027964
-30.0,89.5,0.042487
-30.0,90.0,0.037837
-30.0,90.5,0.043441
-30.0,91.0,0.044427
-30.0,91.5,0.037023
-30.0,92.0,0.035822
-30.0,92.5,0.040062
-30.0,93.0,0.030635
-30.0,93.5,0.031611
-30.0,94.0,0.031246
-30.0,94.5,0.029821
-30.0,95.0,0.028189
-30.0,95.5,0.028257
-30.0,96.0,0.033829
-30.0,96.5,0.033959
-30.0,97.0,0.029177
-30.0,97.5,0.027681
-30.0,98.0,0.021776
-30.0,98.5,0.026270
-30.0,99.0,0.026115
-30.0,99.5,0.023444
-30.0,100.0,0.023562
-30.0,100.5,0.021854
-30.0,101.0,0.017037
-30.0,101.5,0.006123
-30.0,102.0,0.006123
-30.0,102.5,0.006123
-30.0,103.0,0.006123
-30.0,103.5,0.006123
-29.5,82.0,0.004538
-29.5,82.5,0.004538
-29.5,83.0,0.004538
-29.5,83.5,0.004538
-29.5,84.0,0.004538
-29.5,84.5,0.004538
-29.5,85.0,0.004538
-29.5,85.5,0.004538
-29.5,86.0,0.004538
-29.5,86.5,0.004538
-29.5,87.0,0.005023
-29.5,87.5,0.005023
-29.5,88.0,0.005998
-29.5,88.5,0.024458
-29.5,89.0,0.023992
-29.5,89.5,0.036530
-29.5,90.0,0.032509
-29.5,90.5,0.037402
-29.5,91.0,0.038256
-29.5,91.5,0.031798
-29.5,92.0,0.030761
-29.5,92.5,0.034423
-29.5,93.0,0.026635
-29.5,93.5,0.027488
-29.5,94.0,0.027168
-29.5,94.5,0.025944
-29.5,95.0,0.024519
-29.5,95.5,0.024698
-29.5,96.0,0.029520
-29.5,96.5,0.029634
-29.5,97.0,0.025485
-29.5,97.5,0.024281
-29.5,98.0,0.028098
-29.5,98.5,0.033219
-29.5,99.0,0.033025
-29.5,99.5,0.025378
-29.5,100.0,0.025505
-29.5,100.5,0.023660
-29.5,101.0,0.018452
-29.5,101.5,0.006321
-29.5,102.0,0.006321
-29.5,102.5,0.006321
-29.5,103.0,0.006321
-29.5,103.5,0.006321
-29.0,82.0,0.007342
-29.0,82.5,0.007342
-29.0,83.0,0.007342
-29.0,83.5,0.007342
-29.0,84.0,0.007342
-29.0,84.5,0.007342
-29.0,85.0,0.007342
-29.0,85.5,0.007342
-29.0,86.0,0.007342
-29.0,86.5,0.007342
-29.0,87.0,0.008125
-29.0,87.5,0.008125
-29.0,88.0,0.009603
-29.0,88.5,0.031853
-29.0,89.0,0.031251
-29.0,89.5,0.047399
-29.0,90.0,0.042235
-29.0,90.5,0.048485
-29.0,91.0,0.049579
-29.0,91.5,0.042493
-29.0,92.0,0.041122
-29.0,92.5,0.045959
-29.0,93.0,0.035921
-29.0,93.5,0.037059
-29.0,94.0,0.036656
-29.0,94.5,0.035019
-29.0,95.0,0.033113
-29.0,95.5,0.033352
-29.0,96.0,0.040477
-29.0,96.5,0.040630
-29.0,97.0,0.036826
-29.0,97.5,0.037044
-29.0,98.0,0.048507
-29.0,98.5,0.046294
-29.0,99.0,0.046027
-29.0,99.5,0.033556
-29.0,100.0,0.033723
-29.0,100.5,0.030387
-29.0,101.0,0.023100
-29.0,101.5,0.007975
-29.0,102.0,0.007975
-29.0,102.5,0.007975
-29.0,103.0,0.007975
-29.0,103.5,0.007975
-28.5,82.0,0.007981
-28.5,82.5,0.007981
-28.5,83.0,0.007981
-28.5,83.5,0.007981
-28.5,84.0,0.007981
-28.5,84.5,0.007981
-28.5,85.0,0.007981
-28.5,85.5,0.007981
-28.5,86.0,0.007981
-28.5,86.5,0.007981
-28.5,87.0,0.008832
-28.5,87.5,0.008832
-28.5,88.0,0.010436
-28.5,88.5,0.034551
-28.5,89.0,0.033900
-28.5,89.5,0.051282
-28.5,90.0,0.045715
-28.5,90.5,0.052452
-28.5,91.0,0.053631
-28.5,91.5,0.046119
-28.5,92.0,0.044636
-28.5,92.5,0.049892
-28.5,93.0,0.039029
-28.5,93.5,0.040262
-28.5,94.0,0.039882
-28.5,94.5,0.038106
-28.5,95.0,0.036039
-28.5,95.5,0.036298
-28.5,96.0,0.044023
-28.5,96.5,0.044190
-28.5,97.0,0.040066
-28.5,97.5,0.040410
-28.5,98.0,0.052846
-28.5,98.5,0.058105
-28.5,99.0,0.056926
-28.5,99.5,0.037570
-28.5,100.0,0.037756
-28.5,100.5,0.034035
-28.5,101.0,0.025775
-28.5,101.5,0.008812
-28.5,102.0,0.008812
-28.5,102.5,0.008812
-28.5,103.0,0.008812
-28.5,103.5,0.008812
-28.0,82.0,0.007490
-28.0,82.5,0.007490
-28.0,83.0,0.007490
-28.0,83.5,0.007490
-28.0,84.0,0.007490
-28.0,84.5,0.007490
-28.0,85.0,0.007490
-28.0,85.5,0.007490
-28.0,86.0,0.007490
-28.0,86.5,0.007490
-28.0,87.0,0.008288
-28.0,87.5,0.008288
-28.0,88.0,0.009796
-28.0,88.5,0.032479
-28.0,89.0,0.031865
-28.0,89.5,0.048256
-28.0,90.0,0.043002
-28.0,90.5,0.049360
-28.0,91.0,0.050474
-28.0,91.5,0.043238
-28.0,92.0,0.041844
-28.0,92.5,0.046787
-28.0,93.0,0.036637
-28.0,93.5,0.037797
-28.0,94.0,0.037382
-28.0,94.5,0.037143
-28.0,95.0,0.035510
-28.0,95.5,0.035836
-28.0,96.0,0.039538
-28.0,96.5,0.039611
-28.0,97.0,0.037412
-28.0,97.5,0.037707
-28.0,98.0,0.047601
-28.0,98.5,0.053235
-28.0,99.0,0.052787
-28.0,99.5,0.033746
-28.0,100.0,0.033634
-28.0,100.5,0.030520
-28.0,101.0,0.023075
-28.0,101.5,0.006485
-28.0,102.0,0.006485
-28.0,102.5,0.006485
-28.0,103.0,0.006485
-28.0,103.5,0.006485
-27.5,82.0,0.006395
-27.5,82.5,0.006395
-27.5,83.0,0.006395
-27.5,83.5,0.006395
-27.5,84.0,0.006395
-27.5,84.5,0.006395
-27.5,85.0,0.006395
-27.5,85.5,0.006395
-27.5,86.0,0.006395
-27.5,86.5,0.006395
-27.5,87.0,0.007078
-27.5,87.5,0.007078
-27.5,88.0,0.008367
-27.5,88.5,0.027836
-27.5,89.0,0.027308
-27.5,89.5,0.041455
-27.5,90.0,0.036913
-27.5,90.5,0.042411
-27.5,91.0,0.043374
-27.5,91.5,0.037117
-27.5,92.0,0.035912
-27.5,92.5,0.040185
-27.5,93.0,0.031420
-27.5,93.5,0.032420
-27.5,94.0,0.032078
-27.5,94.5,0.031872
-27.5,95.0,0.030464
-27.5,95.5,0.030745
-27.5,96.0,0.033951
-27.5,96.5,0.034014
-27.5,97.0,0.032115
-27.5,97.5,0.032370
-27.5,98.0,0.041105
-27.5,98.5,0.043611
-27.5,99.0,0.043516
-27.5,99.5,0.031055
-27.5,100.0,0.031325
-27.5,100.5,0.027912
-27.5,101.0,0.019028
-27.5,101.5,0.005127
-27.5,102.0,0.005127
-27.5,102.5,0.005127
-27.5,103.0,0.005127
-27.5,103.5,0.005127
-27.0,82.0,0.005750
-27.0,82.5,0.005750
-27.0,83.0,0.005750
-27.0,83.5,0.005750
-27.0,84.0,0.005750
-27.0,84.5,0.005750
-27.0,85.0,0.005750
-27.0,85.5,0.005750
-27.0,86.0,0.005750
-27.0,86.5,0.005750
-27.0,87.0,0.006365
-27.0,87.5,0.006365
-27.0,88.0,0.007525
-27.0,88.5,0.024498
-27.0,89.0,0.024031
-27.0,89.5,0.037285
-27.0,90.0,0.033162
-27.0,90.5,0.038123
-27.0,91.0,0.038993
-27.0,91.5,0.033400
-27.0,92.0,0.032312
-27.0,92.5,0.036172
-27.0,93.0,0.028256
-27.0,93.5,0.029121
-27.0,94.0,0.028813
-27.0,94.5,0.028627
-27.0,95.0,0.027358
-27.0,95.5,0.027611
-27.0,96.0,0.030458
-27.0,96.5,0.030514
-27.0,97.0,0.028800
-27.0,97.5,0.028987
-27.0,98.0,0.036844
-27.0,98.5,0.038935
-27.0,99.0,0.038757
-27.0,99.5,0.028396
-27.0,100.0,0.031009
-27.0,100.5,0.027010
-27.0,101.0,0.018400
-27.0,101.5,0.004965
-27.0,102.0,0.004965
-27.0,102.5,0.004965
-27.0,103.0,0.004965
-27.0,103.5,0.004965
-26.5,82.0,0.005836
-26.5,82.5,0.005836
-26.5,83.0,0.005836
-26.5,83.5,0.005836
-26.5,84.0,0.005836
-26.5,84.5,0.005836
-26.5,85.0,0.005836
-26.5,85.5,0.005836
-26.5,86.0,0.005836
-26.5,86.5,0.005836
-26.5,87.0,0.006459
-26.5,87.5,0.006459
-26.5,88.0,0.007636
-26.5,88.5,0.024856
-26.5,89.0,0.024382
-26.5,89.5,0.037822
-26.5,90.0,0.033642
-26.5,90.5,0.038672
-26.5,91.0,0.039554
-26.5,91.5,0.033883
-26.5,92.0,0.032711
-26.5,92.5,0.036617
-26.5,93.0,0.028607
-26.5,93.5,0.029482
-26.5,94.0,0.029170
-26.5,94.5,0.028982
-26.5,95.0,0.027698
-26.5,95.5,0.027954
-26.5,96.0,0.030780
-26.5,96.5,0.030819
-26.5,97.0,0.029120
-26.5,97.5,0.029310
-26.5,98.0,0.037250
-26.5,98.5,0.039363
-26.5,99.0,0.039179
-26.5,99.5,0.028739
-26.5,100.0,0.030567
-26.5,100.5,0.026090
-26.5,101.0,0.017984
-26.5,101.5,0.004873
-26.5,102.0,0.004873
-26.5,102.5,0.004873
-26.5,103.0,0.004873
-26.5,103.5,0.004873
-26.0,82.0,0.006117
-26.0,82.5,0.006117
-26.0,83.0,0.006117
-26.0,83.5,0.006117
-26.0,84.0,0.006117
-26.0,84.5,0.006117
-26.0,85.0,0.006117
-26.0,85.5,0.006117
-26.0,86.0,0.006117
-26.0,86.5,0.006117
-26.0,87.0,0.006771
-26.0,87.5,0.006771
-26.0,88.0,0.008004
-26.0,88.5,0.023878
-26.0,89.0,0.023423
-26.0,89.5,0.033960
-26.0,90.0,0.030193
-26.0,90.5,0.034726
-26.0,91.0,0.035527
-26.0,91.5,0.030415
-26.0,92.0,0.029359
-26.0,92.5,0.032879
-26.0,93.0,0.026391
-26.0,93.5,0.027200
-26.0,94.0,0.026911
-26.0,94.5,0.026737
-26.0,95.0,0.025751
-26.0,95.5,0.025989
-26.0,96.0,0.028039
-26.0,96.5,0.028075
-26.0,97.0,0.026756
-26.0,97.5,0.026930
-26.0,98.0,0.033224
-26.0,98.5,0.035117
-26.0,99.0,0.034907
-26.0,99.5,0.025482
-26.0,100.0,0.026993
-26.0,100.5,0.022972
-26.0,101.0,0.012150
-26.0,101.5,0.003400
-26.0,102.0,0.003400
-26.0,102.5,0.003400
-26.0,103.0,0.003400
-26.0,103.5,0.003400
-25.5,82.0,0.001940
-25.5,82.5,0.001940
-25.5,83.0,0.001940
-25.5,83.5,0.001940
-25.5,84.0,0.001940
-25.5,84.5,0.001940
-25.5,85.0,0.001940
-25.5,85.5,0.001940
-25.5,86.0,0.001940
-25.5,86.5,0.001940
-25.5,87.0,0.002144
-25.5,87.5,0.002144
-25.5,88.0,0.002514
-25.5,88.5,0.004188
-25.5,89.0,0.004107
-25.5,89.5,0.006662
-25.5,90.0,0.005905
-25.5,90.5,0.006530
-25.5,91.0,0.006422
-25.5,91.5,0.005474
-25.5,92.0,0.005280
-25.5,92.5,0.005930
-25.5,93.0,0.005531
-25.5,93.5,0.005652
-25.5,94.0,0.005591
-25.5,94.5,0.005554
-25.5,95.0,0.005345
-25.5,95.5,0.005395
-25.5,96.0,0.005826
-25.5,96.5,0.005834
-25.5,97.0,0.005554
-25.5,97.5,0.005643
-25.5,98.0,0.006386
-25.5,98.5,0.006764
-25.5,99.0,0.006722
-25.5,99.5,0.003445
-25.5,100.0,0.003528
-25.5,100.5,0.002404
-25.5,101.0,0.000684
-25.5,101.5,0.000782
-25.5,102.0,0.000782
-25.5,102.5,0.000782
-25.5,103.0,0.000782
-25.5,103.5,0.000782
-25.0,82.0,0.002790
-25.0,82.5,0.002790
-25.0,83.0,0.002790
-25.0,83.5,0.002790
-25.0,84.0,0.002790
-25.0,84.5,0.002790
-25.0,85.0,0.002790
-25.0,85.5,0.002790
-25.0,86.0,0.002790
-25.0,86.5,0.002790
-25.0,87.0,0.003084
-25.0,87.5,0.003084
-25.0,88.0,0.003615
-25.0,88.5,0.006018
-25.0,89.0,0.005901
-25.0,89.5,0.009562
-25.0,90.0,0.008478
-25.0,90.5,0.009372
-25.0,91.0,0.009507
-25.0,91.5,0.008107
-25.0,92.0,0.007820
-25.0,92.5,0.008781
-25.0,93.0,0.008191
-25.0,93.5,0.008370
-25.0,94.0,0.008280
-25.0,94.5,0.008225
-25.0,95.0,0.007916
-25.0,95.5,0.007991
-25.0,96.0,0.008628
-25.0,96.5,0.008639
-25.0,97.0,0.008225
-25.0,97.5,0.008357
-25.0,98.0,0.009454
-25.0,98.5,0.010011
-25.0,99.0,0.009950
-25.0,99.5,0.005835
-25.0,100.0,0.006022
-25.0,100.5,0.004115
-25.0,101.0,0.001773
-25.0,101.5,0.000468
-25.0,102.0,0.000468
-25.0,102.5,0.000468
-25.0,103.0,0.000468
-25.0,103.5,0.000468
-24.5,82.0,0.000702
-24.5,82.5,0.000702
-24.5,83.0,0.000702
-24.5,83.5,0.000702
-24.5,84.0,0.000702
-24.5,84.5,0.000702
-24.5,85.0,0.000702
-24.5,85.5,0.000702
-24.5,86.0,0.000702
-24.5,86.5,0.000702
-24.5,87.0,0.000776
-24.5,87.5,0.000776
-24.5,88.0,0.000910
-24.5,88.5,0.001518
-24.5,89.0,0.001488
-24.5,89.5,0.002418
-24.5,90.0,0.002142
-24.5,90.5,0.002370
-24.5,91.0,0.002402
-24.5,91.5,0.002046
-24.5,92.0,0.001973
-24.5,92.5,0.002217
-24.5,93.0,0.002067
-24.5,93.5,0.002113
-24.5,94.0,0.002090
-24.5,94.5,0.002076
-24.5,95.0,0.001997
-24.5,95.5,0.002016
-24.5,96.0,0.002156
-24.5,96.5,0.002159
-24.5,97.0,0.002070
-24.5,97.5,0.002104
-24.5,98.0,0.002382
-24.5,98.5,0.002523
-24.5,99.0,0.002508
-24.5,99.5,0.000882
-24.5,100.0,0.000826
-24.5,100.5,0.000552
-24.5,101.0,0.000150
-24.5,101.5,0.000019
-24.5,102.0,0.000019
-24.5,102.5,0.000019
-24.5,103.0,0.000019
-24.5,103.5,0.000019
-24.0,82.0,0.000702
-24.0,82.5,0.000702
-24.0,83.0,0.000702
-24.0,83.5,0.000702
-24.0,84.0,0.000702
-24.0,84.5,0.000702
-24.0,85.0,0.000702
-24.0,85.5,0.000702
-24.0,86.0,0.000702
-24.0,86.5,0.000702
-24.0,87.0,0.000776
-24.0,87.5,0.000776
-24.0,88.0,0.000910
-24.0,88.5,0.001518
-24.0,89.0,0.001488
-24.0,89.5,0.002418
-24.0,90.0,0.002142
-24.0,90.5,0.002370
-24.0,91.0,0.002402
-24.0,91.5,0.002046
-24.0,92.0,0.001973
-24.0,92.5,0.002217
-24.0,93.0,0.002067
-24.0,93.5,0.002113
-24.0,94.0,0.002090
-24.0,94.5,0.002076
-24.0,95.0,0.001997
-24.0,95.5,0.002016
-24.0,96.0,0.002156
-24.0,96.5,0.002159
-24.0,97.0,0.002070
-24.0,97.5,0.002104
-24.0,98.0,0.002382
-24.0,98.5,0.002523
-24.0,99.0,0.002508
-24.0,99.5,0.000882
-24.0,100.0,0.000826
-24.0,100.5,0.000552
-24.0,101.0,0.000150
-24.0,101.5,0.000019
-24.0,102.0,0.000019
-24.0,102.5,0.000019
-24.0,103.0,0.000019
-24.0,103.5,0.000019
-23.5,82.0,0.000702
-23.5,82.5,0.000702
-23.5,83.0,0.000702
-23.5,83.5,0.000702
-23.5,84.0,0.000702
-23.5,84.5,0.000702
-23.5,85.0,0.000702
-23.5,85.5,0.000702
-23.5,86.0,0.000702
-23.5,86.5,0.000702
-23.5,87.0,0.000776
-23.5,87.5,0.000776
-23.5,88.0,0.000910
-23.5,88.5,0.001518
-23.5,89.0,0.001488
-23.5,89.5,0.002418
-23.5,90.0,0.002142
-23.5,90.5,0.002370
-23.5,91.0,0.002402
-23.5,91.5,0.002046
-23.5,92.0,0.001973
-23.5,92.5,0.002217
-23.5,93.0,0.002067
-23.5,93.5,0.002113
-23.5,94.0,0.002090
-23.5,94.5,0.002076
-23.5,95.0,0.001997
-23.5,95.5,0.002016
-23.5,96.0,0.002156
-23.5,96.5,0.002159
-23.5,97.0,0.002070
-23.5,97.5,0.002104
-23.5,98.0,0.002382
-23.5,98.5,0.002523
-23.5,99.0,0.002508
-23.5,99.5,0.000882
-23.5,100.0,0.000826
-23.5,100.5,0.000552
-23.5,101.0,0.000150
-23.5,101.5,0.000019
-23.5,102.0,0.000019
-23.5,102.5,0.000019
-23.5,103.0,0.000019
-23.5,103.5,0.000019
-23.0,82.0,0.000702
-23.0,82.5,0.000702
-23.0,83.0,0.000702
-23.0,83.5,0.000702
-23.0,84.0,0.000702
-23.0,84.5,0.000702
-23.0,85.0,0.000702
-23.0,85.5,0.000702
-23.0,86.0,0.000702
-23.0,86.5,0.000702
-23.0,87.0,0.000776
-23.0,87.5,0.000776
-23.0,88.0,0.000910
-23.0,88.5,0.001518
-23.0,89.0,0.001488
-23.0,89.5,0.002418
-23.0,90.0,0.002142
-23.0,90.5,0.002370
-23.0,91.0,0.002402
-23.0,91.5,0.002046
-23.0,92.0,0.001973
-23.0,92.5,0.002217
-23.0,93.0,0.002067
-23.0,93.5,0.002113
-23.0,94.0,0.002090
-23.0,94.5,0.002076
-23.0,95.0,0.001997
-23.0,95.5,0.002016
-23.0,96.0,0.002156
-23.0,96.5,0.002159
-23.0,97.0,0.002070
-23.0,97.5,0.002104
-23.0,98.0,0.002382
-23.0,98.5,0.002523
-23.0,99.0,0.002508
-23.0,99.5,0.000882
-23.0,100.0,0.000826
-23.0,100.5,0.000552
-23.0,101.0,0.000150
-23.0,101.5,0.000019
-23.0,102.0,0.000019
-23.0,102.5,0.000019
-23.0,103.0,0.000019
-23.0,103.5,0.000019
-22.5,82.0,0.000702
-22.5,82.5,0.000702
-22.5,83.0,0.000702
-22.5,83.5,0.000702
-22.5,84.0,0.000702
-22.5,84.5,0.000702
-22.5,85.0,0.000702
-22.5,85.5,0.000702
-22.5,86.0,0.000702
-22.5,86.5,0.000702
-22.5,87.0,0.000776
-22.5,87.5,0.000776
-22.5,88.0,0.000910
-22.5,88.5,0.001518
-22.5,89.0,0.001488
-22.5,89.5,0.002418
-22.5,90.0,0.002142
-22.5,90.5,0.002370
-22.5,91.0,0.002402
-22.5,91.5,0.002046
-22.5,92.0,0.001973
-22.5,92.5,0.002217
-22.5,93.0,0.002067
-22.5,93.5,0.002113
-22.5,94.0,0.002090
-22.5,94.5,0.002076
-22.5,95.0,0.001997
-22.5,95.5,0.002016
-22.5,96.0,0.002156
-22.5,96.5,0.002159
-22.5,97.0,0.002070
-22.5,97.5,0.002104
-22.5,98.0,0.002382
-22.5,98.5,0.002523
-22.5,99.0,0.002508
-22.5,99.5,0.000882
-22.5,100.0,0.000826
-22.5,100.5,0.000552
-22.5,101.0,0.000150
-22.5,101.5,0.000019
-22.5,102.0,0.000019
-22.5,102.5,0.000019
-22.5,103.0,0.000019
-22.5,103.5,0.000019
-22.0,82.0,0.000702
-22.0,82.5,0.000702
-22.0,83.0,0.000702
-22.0,83.5,0.000702
-22.0,84.0,0.000702
-22.0,84.5,0.000702
-22.0,85.0,0.000702
-22.0,85.5,0.000702
-22.0,86.0,0.000702
-22.0,86.5,0.000702
-22.0,87.0,0.000776
-22.0,87.5,0.000776
-22.0,88.0,0.000910
-22.0,88.5,0.001518
-22.0,89.0,0.001488
-22.0,89.5,0.002418
-22.0,90.0,0.002142
-22.0,90.5,0.002370
-22.0,91.0,0.002402
-22.0,91.5,0.002046
-22.0,92.0,0.001973
-22.0,92.5,0.002217
-22.0,93.0,0.002067
-22.0,93.5,0.002113
-22.0,94.0,0.002090
-22.0,94.5,0.002076
-22.0,95.0,0.001997
-22.0,95.5,0.002016
-22.0,96.0,0.002156
-22.0,96.5,0.002159
-22.0,97.0,0.002070
-22.0,97.5,0.002104
-22.0,98.0,0.002382
-22.0,98.5,0.002523
-22.0,99.0,0.002508
-22.0,99.5,0.000882
-22.0,100.0,0.000826
-22.0,100.5,0.000552
-22.0,101.0,0.000150
-22.0,101.5,0.000019
-22.0,102.0,0.000019
-22.0,102.5,0.000019
-22.0,103.0,0.000019
-22.0,103.5,0.000019
-21.5,82.0,0.000702
-21.5,82.5,0.000702
-21.5,83.0,0.000702
-21.5,83.5,0.000702
-21.5,84.0,0.000702
-21.5,84.5,0.000702
-21.5,85.0,0.000702
-21.5,85.5,0.000702
-21.5,86.0,0.000702
-21.5,86.5,0.000702
-21.5,87.0,0.000776
-21.5,87.5,0.000776
-21.5,88.0,0.000910
-21.5,88.5,0.001518
-21.5,89.0,0.001488
-21.5,89.5,0.002418
-21.5,90.0,0.002142
-21.5,90.5,0.002370
-21.5,91.0,0.002402
-21.5,91.5,0.002046
-21.5,92.0,0.001973
-21.5,92.5,0.002217
-21.5,93.0,0.002067
-21.5,93.5,0.002113
-21.5,94.0,0.002090
-21.5,94.5,0.002076
-21.5,95.0,0.001997
-21.5,95.5,0.002016
-21.5,96.0,0.002156
-21.5,96.5,0.002159
-21.5,97.0,0.002070
-21.5,97.5,0.002104
-21.5,98.0,0.002382
-21.5,98.5,0.002523
-21.5,99.0,0.002508
-21.5,99.5,0.000882
-21.5,100.0,0.000826
-21.5,100.5,0.000552
-21.5,101.0,0.000150
-21.5,101.5,0.000019
-21.5,102.0,0.000019
-21.5,102.5,0.000019
-21.5,103.0,0.000019
-21.5,103.5,0.000019
-21.0,82.0,0.000702
-21.0,82.5,0.000702
-21.0,83.0,0.000702
-21.0,83.5,0.000702
-21.0,84.0,0.000702
-21.0,84.5,0.000702
-21.0,85.0,0.000702
-21.0,85.5,0.000702
-21.0,86.0,0.000702
-21.0,86.5,0.000702
-21.0,87.0,0.000776
-21.0,87.5,0.000776
-21.0,88.0,0.000910
-21.0,88.5,0.001518
-21.0,89.0,0.001488
-21.0,89.5,0.002418
-21.0,90.0,0.002142
-21.0,90.5,0.002370
-21.0,91.0,0.002402
-21.0,91.5,0.002046
-21.0,92.0,0.001973
-21.0,92.5,0.002217
-21.0,93.0,0.002067
-21.0,93.5,0.002113
-21.0,94.0,0.002090
-21.0,94.5,0.002076
-21.0,95.0,0.001997
-21.0,95.5,0.002016
-21.0,96.0,0.002156
-21.0,96.5,0.002159
-21.0,97.0,0.002070
-21.0,97.5,0.002104
-21.0,98.0,0.002382
-21.0,98.5,0.002523
-21.0,99.0,0.002508
-21.0,99.5,0.000882
-21.0,100.0,0.000826
-21.0,100.5,0.000552
-21.0,101.0,0.000150
-21.0,101.5,0.000019
-21.0,102.0,0.000019
-21.0,102.5,0.000019
-21.0,103.0,0.000019
-21.0,103.5,0.000019
-20.5,82.0,0.000702
-20.5,82.5,0.000702
-20.5,83.0,0.000702
-20.5,83.5,0.000702
-20.5,84.0,0.000702
-20.5,84.5,0.000702
-20.5,85.0,0.000702
-20.5,85.5,0.000702
-20.5,86.0,0.000702
-20.5,86.5,0.000702
-20.5,87.0,0.000776
-20.5,87.5,0.000776
-20.5,88.0,0.000910
-20.5,88.5,0.001518
-20.5,89.0,0.001488
-20.5,89.5,0.002418
-20.5,90.0,0.002142
-20.5,90.5,0.002370
-20.5,91.0,0.002402
-20.5,91.5,0.002046
-20.5,92.0,0.001973
-20.5,92.5,0.002217
-20.5,93.0,0.002067
-20.5,93.5,0.002113
-20.5,94.0,0.002090
-20.5,94.5,0.002076
-20.5,95.0,0.001997
-20.5,95.5,0.002016
-20.5,96.0,0.002156
-20.5,96.5,0.002159
-20.5,97.0,0.002070
-20.5,97.5,0.002104
-20.5,98.0,0.002382
-20.5,98.5,0.002523
-20.5,99.0,0.002508
-20.5,99.5,0.000882
-20.5,100.0,0.000826
-20.5,100.5,0.000552
-20.5,101.0,0.000150
-20.5,101.5,0.000019
-20.5,102.0,0.000019
-20.5,102.5,0.000019
-20.5,103.0,0.000019
-20.5,103.5,0.000019
-20.0,82.0,0.000702
-20.0,82.5,0.000702
-20.0,83.0,0.000702
-20.0,83.5,0.000702
-20.0,84.0,0.000702
-20.0,84.5,0.000702
-20.0,85.0,0.000702
-20.0,85.5,0.000702
-20.0,86.0,0.000702
-20.0,86.5,0.000702
-20.0,87.0,0.000776
-20.0,87.5,0.000776
-20.0,88.0,0.000910
-20.0,88.5,0.001518
-20.0,89.0,0.001488
-20.0,89.5,0.002418
-20.0,90.0,0.002142
-20.0,90.5,0.002370
-20.0,91.0,0.002402
-20.0,91.5,0.002046
-20.0,92.0,0.001973
-20.0,92.5,0.002217
-20.0,93.0,0.002067
-20.0,93.5,0.002113
-20.0,94.0,0.002090
-20.0,94.5,0.002076
-20.0,95.0,0.001997
-20.0,95.5,0.002016
-20.0,96.0,0.002156
-20.0,96.5,0.002159
-20.0,97.0,0.002070
-20.0,97.5,0.002104
-20.0,98.0,0.002382
-20.0,98.5,0.002523
-20.0,99.0,0.002508
-20.0,99.5,0.000882
-20.0,100.0,0.000826
-20.0,100.5,0.000552
-20.0,101.0,0.000150
-20.0,101.5,0.000019
-20.0,102.0,0.000019
-20.0,102.5,0.000019
-20.0,103.0,0.000019
-20.0,103.5,0.000019
